player,date,time,id,item,itemID,itemString,response,votes,class,instance,boss,difficultyID,mapID,groupSize,gear1,gear2,responseID,isAwardReason,subType,equipLoc,note,owner
Sarynn-BloodsailBuccaneers,6/06/20,18:34:41,1591500881-5,[Nemesis Belt],16933,item:16933::::::::60,Mainspec,4,WARLOCK,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:18809::::::::60:::::::|h[Sash of Whispered Secrets]|h|r,,1,false,Cloth,Waist,,Vaelastrasz the Corrupt
Sarynn-BloodsailBuccaneers,6/13/20,20:51:41,1592113901-20,[Nemesis Robes],16931,item:16931::::::::60,Mainspec,5,WARLOCK,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:20033:928:::::::60:::11::::|h[Zandalar Demoniac's Robe]|h|r,,1,false,Cloth,Chest,,Nefarian
Sarynn-BloodsailBuccaneers,6/13/20,21:19:12,1592115552-25,[Mature Black Dragon Sinew],18705,item:18705::::::::60,Autopass,0,WARLOCK,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,AUTOPASS,false,Quest,,,Onyxia
Starcow-BloodsailBuccaneers,5/08/20,19:44:24,1588999464-0,[Stormrage Cover],16900,item:16900::::::::60,Offspec,2,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:11839::::::::60:::1::::|h[Chief Architect's Monocle]|h|r,,2,false,Leather,Head,,Onyxia
Starcow-BloodsailBuccaneers,5/15/20,21:51:51,1589611911-28,[Cenarion Vestments],16833,item:16833::::::::60,Offspec,5,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:18373:928:::::::60:::1::::|h[Chestplate of Tranquility]|h|r,,2,false,Leather,Chest,,Golemagg the Incinerator
Starcow-BloodsailBuccaneers,5/22/20,22:10:32,1590217832-28,[Stormrage Legguards],16901,item:16901::::::::60,Offspec,4,DRUID,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:19895:1843:::::::60:::::::|h[Bloodtinged Kilt]|h|r,,2,false,Leather,Legs,,Ragnaros
Starcow-BloodsailBuccaneers,5/29/20,20:45:41,1590817541-8,[Cenarion Helm],16834,item:16834::::::::60,Mainspec,3,DRUID,Molten Core-40 Player,Garr,9,409,40,|cff0070dd|Hitem:19886::::::::60:::::::|h[The Hexxer's Cover]|h|r,,1,false,Leather,Head,,Garr
Starcow-BloodsailBuccaneers,5/29/20,21:15:08,1590819308-16,[Salamander Scale Pants],18875,item:18875::::::::60,Offspec,3,DRUID,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:16901::::::::60:::::::|h[Stormrage Legguards]|h|r,,2,false,Leather,Legs,,Sulfuron Harbinger
Starcow-BloodsailBuccaneers,6/05/20,21:11:32,1591423892-14,[Cenarion Spaulders],16836,item:16836::::::::60,Mainspec,2,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:18528::::::::60:::1::::|h[Cyclone Spaulders]|h|r,,1,false,Leather,Shoulder,,Baron Geddon
Starcow-BloodsailBuccaneers,6/05/20,21:43:56,1591425836-23,[Staff of Dominance],18842,item:18842::::::::60,Mainspec,3,DRUID,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:20258:2504:::::::60:::::::|h[Zulian Ceremonial Staff]|h|r,,1,false,Staves,Two-Hand,,Golemagg the Incinerator
Bootchy-BloodsailBuccaneers,4/10/20,20:38:51,1586583531-8,[Girdle of Prophecy],16817,item:16817::::::::60,Mainspec,3,PRIEST,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:18740::::::::60:::1::::|h[Thuzadin Sash]|h|r,,1,false,Cloth,Waist,,Magmadar
Bootchy-BloodsailBuccaneers,4/10/20,21:21:15,1586586075-18,[Boots of Prophecy],16811,item:16811::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:18507::::::::60:::1::::|h[Boots of the Full Moon]|h|r,,1,false,Cloth,Feet,,Shazzrah
Bootchy-BloodsailBuccaneers,4/10/20,21:50:25,1586587825-22,[Robes of Prophecy],16815,item:16815::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:14154::::::::60:::::::|h[Truefaith Vestments]|h|r,,1,false,Cloth,Chest,,Golemagg the Incinerator
Bootchy-BloodsailBuccaneers,4/17/20,21:59:14,1587193154-30,[Mantle of Prophecy],16816,item:16816::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:18681::::::::60:::1::::|h[Burial Shawl]|h|r,,1,false,Cloth,Shoulder,,Sulfuron Harbinger
Bootchy-BloodsailBuccaneers,4/17/20,22:21:29,1587194489-36,[The Eye of Divinity],18646,item:18646::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:12930::::::::60:::1::::|h[Briarwood Reed]|h|r,|cff0070dd|Hitem:18469::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,1,false,Miscellaneous,Trinket,,Majordomo Executus
Bootchy-BloodsailBuccaneers,4/17/20,22:33:12,1587195192-40,[Leggings of Transcendence],16922,item:16922::::::::60,Mainspec,4,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:11841::::::::60:::1::::|h[Senior Designer's Pantaloons]|h|r,,1,false,Cloth,Legs,,Ragnaros
Bootchy-BloodsailBuccaneers,4/24/20,19:43:55,1587789835-2,[Halo of Transcendence],16921,item:16921::::::::60,Mainspec,3,PRIEST,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13102::::::::60:::::::|h[Cassandra's Grace]|h|r,,1,false,Cloth,Head,,Onyxia
Bootchy-BloodsailBuccaneers,5/08/20,22:37:54,1589009874-33,[Band of Sulfuras],19138,item:19138::::::::60,Mainspec,6,PRIEST,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:16058::::::::60:::11::::|h[Fordring's Seal]|h|r,|cff0070dd|Hitem:18395::::::::60:::1::::|h[Emerald Flame Ring]|h|r,1,false,Miscellaneous,Finger,,Ragnaros
Bootchy-BloodsailBuccaneers,5/22/20,21:40:16,1590216016-24,[Recipe: Major Rejuvenation Potion],18257,item:18257::::::::60,Mainspec,5,PRIEST,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,,,1,false,Alchemy,,,Golemagg the Incinerator
Tinnor-BloodsailBuccaneers,3/27/20,22:21:54,1585380114-23,[Core Hound Tooth],18805,item:18805::::::::60,Mainspec,4,ROGUE,Molten Core-40 Player,Majordomo Executus,9,409,40,|cffa335ee|Hitem:18816:1900:::::::60:::::::|h[Perdition's Blade]|h|r,|cffa335ee|Hitem:17071:1900:::::::60:::::::|h[Gutgore Ripper]|h|r,1,false,Daggers,One-Hand,,Majordomo Executus
Tinnor-BloodsailBuccaneers,4/03/20,22:53:54,1585986834-26,[Bloodfang Pants],16909,item:16909::::::::60,Mainspec/Need,4,ROGUE,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16822::::::::60:::::::|h[Nightslayer Pants]|h|r,,1,false,Leather,Legs,,Ragnaros
Tinnor-BloodsailBuccaneers,4/10/20,22:00:11,1586588411-26,[Ancient Petrified Leaf],18703,item:18703::::::::60,Autopass,0,ROGUE,Molten Core-40 Player,Majordomo Executus,9,409,40,,,AUTOPASS,false,Quest,,,Majordomo Executus
Tinnor-BloodsailBuccaneers,4/11/20,18:15:39,1586661339-1,[Bloodfang Bracers],16911,item:16911::::::::60,Mainspec,6,ROGUE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16825:1885:::::::60:::::::|h[Nightslayer Bracelets]|h|r,,1,false,Leather,Wrist,,Razorgore the Untamed
Tinnor-BloodsailBuccaneers,4/18/20,19:31:03,1587270663-8,[Heartstriker],19350,item:19350::::::::60,Minor Upgrade,5,ROGUE,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:18323:664:::::::60:::1::::|h[Satyr's Bow]|h|r,,3,false,Bows,Ranged,,Broodlord Lashlayer
Tinnor-BloodsailBuccaneers,4/25/20,20:54:59,1587880499-18,[Bloodfang Spaulders],16832,item:16832::::::::60,Mainspec,5,ROGUE,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:19835::::::::60:::11::::|h[Zandalar Madcap's Mantle]|h|r,,1,false,Leather,Shoulder,,Chromaggus
Tinnor-BloodsailBuccaneers,5/01/20,22:01:16,1588402876-17,[Nightslayer Shoulder Pads],16823,item:16823::::::::60,Mainspec,2,ROGUE,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cffa335ee|Hitem:16832::::::::60:::::::|h[Bloodfang Spaulders]|h|r,,1,false,Leather,Shoulder,i have my teir 2 shoulders but the teir 1 is bis for rogues,Sulfuron Harbinger
Tinnor-BloodsailBuccaneers,5/22/20,19:46:56,1590209216-0,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,0,ROGUE,Onyxia's Lair-40 Player,Unknown,9,249,40,,,1,false,Bag,Bag,,Tinnor-BloodsailBuccaneers
Tinnor-BloodsailBuccaneers,5/30/20,19:41:30,1590900090-11,[Bloodfang Gloves],16907,item:16907::::::::60,Offspec,3,ROGUE,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:18823:1887:::::::60:::::::|h[Aged Core Leather Gloves]|h|r,,2,false,Leather,Hands,i only want if no other rogue wants them.  i will use for pvp,Ebonroc
Tinnor-BloodsailBuccaneers,5/30/20,21:14:28,1590905668-20,[Bloodfang Chestpiece],16905,item:16905::::::::60,Mainspec,5,ROGUE,Blackwing Lair-40 Player,Nefarian,9,469,40,|cffa335ee|Hitem:16820:928:::::::60:::::::|h[Nightslayer Chestpiece]|h|r,,1,false,Leather,Chest,,Nefarian
Finalblast-BloodsailBuccaneers,3/13/20,20:10:41,1584162641-0,[Arcanist Bindings],16799,item:16799::::::::60,Mainspec/Need,3,MAGE,Molten Core-40 Player,Unknown,9,409,40,|cff0070dd|Hitem:14629:1883:::::::60:::1::::|h[Necropile Cuffs]|h|r,,1,false,Cloth,Wrist,,Finalblast-BloodsailBuccaneers
Finalblast-BloodsailBuccaneers,3/14/20,19:37:44,1584247064-11,[Netherwind Belt],16818,item:16818::::::::60,Mainspec/Need,5,MAGE,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:16802::::::::60:::::::|h[Arcanist Belt]|h|r,,1,false,Cloth,Waist,,Vaelastrasz the Corrupt
Finalblast-BloodsailBuccaneers,4/03/20,20:43:15,1585978995-1,[Talisman of Ephemeral Power],18820,item:18820::::::::60,Mainspec/Need,2,MAGE,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:18468::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,1,false,Miscellaneous,Trinket,,Magmadar
Finalblast-BloodsailBuccaneers,5/23/20,18:27:55,1590290875-1,[Mantle of the Blackwing Cabal],19370,item:19370::::::::60,Mainspec,3,MAGE,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16797::::::::60:::::::|h[Arcanist Mantle]|h|r,,1,false,Cloth,Shoulder,,Razorgore the Untamed
Iseeyou-BloodsailBuccaneers,5/08/20,19:48:33,1588999713-5,[Head of Onyxia],18422,item:18422::::::::60,Mainspec,1,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Quest,,,Onyxia
Iseeyou-BloodsailBuccaneers,5/08/20,20:28:03,1589002083-7,[Gauntlets of Might],16863,item:16863::::::::60,Offspec,4,WARRIOR,Molten Core-40 Player,Lucifron,9,409,40,|cff0070dd|Hitem:22714:927:::::::60:::::::|h[Sacrificial Gauntlets]|h|r,,2,false,Plate,Hands,,Lucifron
Iseeyou-BloodsailBuccaneers,5/09/20,21:45:54,1589093154-24,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,0,WARRIOR,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Iseeyou-BloodsailBuccaneers,5/15/20,21:19:14,1589609954-20,[Flameguard Gauntlets],19143,item:19143::::::::60,Mainspec,4,WARRIOR,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:22714:927:::::::60:::::::|h[Sacrificial Gauntlets]|h|r,,1,false,Plate,Hands,,Baron Geddon
Iseeyou-BloodsailBuccaneers,5/15/20,21:52:03,1589611923-30,[Blastershot Launcher],17072,item:17072::::::::60,Mainspec,5,WARRIOR,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:19853::::::::60:::::::|h[Gurubashi Dwarf Destroyer]|h|r,,1,false,Guns,,,Golemagg the Incinerator
Iseeyou-BloodsailBuccaneers,5/29/20,20:29:27,1590816567-5,[Bracers of Might],16861,item:16861::::::::60,Offspec,2,WARRIOR,Molten Core-40 Player,Magmadar,9,409,40,|cff0070dd|Hitem:12936:1885:::::::60:::1::::|h[Battleborn Armbraces]|h|r,,2,false,Plate,Wrist,,Clothie-BloodsailBuccaneers
Iseeyou-BloodsailBuccaneers,5/29/20,20:33:49,1590816829-7,[Sabatons of Might],16862,item:16862::::::::60,Offspec,3,WARRIOR,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:13070:911:::::::60:::::::|h[Sapphiron's Scale Boots]|h|r,,2,false,Plate,Feet,,Gehennas
Iseeyou-BloodsailBuccaneers,6/05/20,22:17:37,1591427857-29,[Onslaught Girdle],19137,item:19137::::::::60,Mainspec,4,WARRIOR,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19823::::::::60:::11::::|h[Zandalar Vindicator's Belt]|h|r,,1,false,Plate,Waist,,Ragnaros
Iseeyou-BloodsailBuccaneers,6/13/20,19:14:14,1592108054-6,[Sabatons of Wrath],16965,item:16965::::::::60,Offspec,3,WARRIOR,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cff0070dd|Hitem:19906:911:::::::60:::::::|h[Blooddrenched Footpads]|h|r,,2,false,Plate,Feet,,Broodlord Lashlayer
Iseeyou-BloodsailBuccaneers,6/13/20,20:04:33,1592111073-13,[Drake Talon Pauldrons],19394,item:19394::::::::60,Mainspec,3,WARRIOR,Blackwing Lair-40 Player,Flamegor,9,469,40,|cff0070dd|Hitem:20680:2606:::::2158:1635715584:60:::::::|h[Abyssal Mail Pauldrons of Striking]|h|r,,1,false,Plate,Shoulder,,Flamegor
Deadliskye-BloodsailBuccaneers,5/01/20,19:49:03,1588394943-4,[Nemesis Skullcap],16929,item:16929::::::::60,Mainspec,4,WARLOCK,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:19886::::::::60:::::::|h[The Hexxer's Cover]|h|r,,1,false,Cloth,Head,,Onyxia
Deadliskye-BloodsailBuccaneers,5/01/20,21:40:43,1588401643-15,[Felheart Slippers],16803,item:16803::::::::60,Mainspec,4,WARLOCK,Molten Core-40 Player,Shazzrah,9,409,40,|cff0070dd|Hitem:11822:1843:::::::60:::1::::|h[Omnicast Boots]|h|r,,1,false,Cloth,Feet,,Shazzrah
Deadliskye-BloodsailBuccaneers,5/08/20,19:47:18,1588999638-1,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,2,WARLOCK,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Deadliskye-BloodsailBuccaneers,5/15/20,21:51:59,1589611919-29,[Felheart Robes],16809,item:16809::::::::60,Mainspec,5,WARLOCK,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cffa335ee|Hitem:14153::::::::60:::::::|h[Robe of the Void]|h|r,,1,false,Cloth,Chest,,Golemagg the Incinerator
Deadliskye-BloodsailBuccaneers,5/22/20,19:47:21,1590209241-3,[Sapphiron Drape],17078,item:17078::::::::60,Mainspec,5,WARLOCK,Onyxia's Lair-40 Player,Unknown,9,249,40,|cff0070dd|Hitem:18496:2463:::::::60:::1::::|h[Heliotrope Cloak]|h|r,,1,false,Cloth,Back,,Deadliskye-BloodsailBuccaneers
Deadliskye-BloodsailBuccaneers,5/22/20,21:40:05,1590216005-23,[Staff of Dominance],18842,item:18842::::::::60,Mainspec,5,WARLOCK,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:20536::::::::60:::11::::|h[Soul Harvester]|h|r,,1,false,Staves,Two-Hand,,Golemagg the Incinerator
Deadliskye-BloodsailBuccaneers,5/29/20,21:44:18,1590821058-25,[Nemesis Leggings],16930,item:16930::::::::60,Mainspec,3,WARLOCK,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:16810:2589:::::::60:::::::|h[Felheart Pants]|h|r,,1,false,Cloth,Legs,,Ragnaros
Deadliskye-BloodsailBuccaneers,6/13/20,18:18:00,1592104680-0,[Nemesis Bracers],16934,item:16934::::::::60,Mainspec,4,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:19848:1886:::::::60:::11::::|h[Zandalar Demoniac's Wraps]|h|r,,1,false,Cloth,Wrist,,Razorgore the Untamed
Deadliskye-BloodsailBuccaneers,6/13/20,18:18:06,1592104686-1,[The Black Book],19337,item:19337::::::::60,Mainspec,3,WARLOCK,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cff0070dd|Hitem:18467::::::::60:::11::::|h[Royal Seal of Eldre'Thalas]|h|r,|cff0070dd|Hitem:13968::::::::60:::11::::|h[Eye of the Beast]|h|r,1,false,Miscellaneous,Trinket,,Razorgore the Untamed
Silentscout-BloodsailBuccaneers,3/20/20,21:12:41,1584771161-13,[Giantstalker's Bracers],16850,item:16850::::::::60,Mainspec,5,HUNTER,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:13135::::::::60:::::::|h[Lordly Armguards]|h|r,,1,false,Mail,Wrist,,Baron Geddon
Silentscout-BloodsailBuccaneers,3/27/20,22:07:52,1585379272-18,[Giantstalker's Breastplate],16845,item:16845::::::::60,Mainspec,5,HUNTER,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:11926:1843:::::::60:::1::::|h[Deathdealer Breastplate]|h|r,,1,false,Mail,Chest,,Golemagg the Incinerator
Silentscout-BloodsailBuccaneers,4/03/20,22:09:21,1585984161-15,[Giantstalker's Belt],16851,item:16851::::::::60,Mainspec/Need,3,HUNTER,Molten Core-40 Player,Sulfuron Harbinger,9,409,40,|cff0070dd|Hitem:13962::::::::60:::11::::|h[Vosh'gajin's Strand]|h|r,,1,false,Mail,Waist,,Sulfuron Harbinger
Silentscout-BloodsailBuccaneers,4/10/20,19:45:33,1586580333-3,[Dragonstalker's Helm],16939,item:16939::::::::60,Mainspec,5,HUNTER,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cffa335ee|Hitem:16846::::::::60:::::::|h[Giantstalker's Helmet]|h|r,,1,false,Mail,Head,,Onyxia
Silentscout-BloodsailBuccaneers,4/25/20,19:11:18,1587874278-7,[Dragonstalker's Greaves],16941,item:16941::::::::60,Mainspec,5,HUNTER,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16849:1843:::::::60:::::::|h[Giantstalker's Boots]|h|r,,1,false,Mail,Feet,,Broodlord Lashlayer
Grisnarg-BloodsailBuccaneers,4/03/20,20:55:55,1585979755-2,[Earthfury Gauntlets],16839,item:16839::::::::60,Offspec/Greed,3,SHAMAN,Molten Core-40 Player,Gehennas,9,409,40,|cff0070dd|Hitem:18309::::::::60:::1::::|h[Gloves of Restoration]|h|r,,2,false,Mail,Hands,"offspec, poopoo gloves",Gehennas
Grisnarg-BloodsailBuccaneers,4/03/20,22:53:33,1585986813-24,[Legplates of Ten Storms],16946,item:16946::::::::60,Mainspec,3,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cff0070dd|Hitem:13383::::::::60:::1::::|h[Woollies of the Prancing Minstrel]|h|r,,1,false,Mail,Legs,rather do T1,Ragnaros
Grisnarg-BloodsailBuccaneers,4/03/20,22:53:41,1585986821-25,[Malistar's Defender],17106,item:17106::::::::60,Mainspec/Need,3,SHAMAN,Molten Core-40 Player,Ragnaros,9,409,40,|cffa335ee|Hitem:19312::::::::60:::14::::|h[Lei of the Lifegiver]|h|r,,1,false,Shields,Off Hand,,Ragnaros
Grisnarg-BloodsailBuccaneers,4/04/20,17:51:31,1586055091-2,[Helmet of Ten Storms],16947,item:16947::::::::60,Offspec,5,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff1eff00|Hitem:18308::::::::60:::1::::|h[Clever Hat]|h|r,,2,false,Mail,Head,,Onyxia
Grisnarg-BloodsailBuccaneers,5/01/20,21:14:56,1588400096-10,[Earthfury Helmet],16842,item:16842::::::::60,Mainspec,6,SHAMAN,Molten Core-40 Player,Garr,9,409,40,|cff1eff00|Hitem:18308::::::::60:::1::::|h[Clever Hat]|h|r,,1,false,Mail,Head,,Garr
Grisnarg-BloodsailBuccaneers,5/08/20,20:48:02,1589003282-12,[Salamander Scale Pants],18875,item:18875::::::::60,Mainspec,4,SHAMAN,Molten Core-40 Player,Gehennas,9,409,40,|cffa335ee|Hitem:16946::::::::60:::::::|h[Legplates of Ten Storms]|h|r,,1,false,Leather,Legs,,Gehennas
Grisnarg-BloodsailBuccaneers,5/09/20,20:33:31,1589088811-18,[Shimmering Geta],19391,item:19391::::::::60,Mainspec,5,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:16837:929:::::::60:::::::|h[Earthfury Boots]|h|r,,1,false,Cloth,Feet,,Chromaggus
Grisnarg-BloodsailBuccaneers,5/15/20,19:41:35,1589604095-2,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,0,SHAMAN,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Grisnarg-BloodsailBuccaneers,5/15/20,22:07:54,1589612874-32,[Wild Growth Spaulders],18810,item:18810::::::::60,Mainspec,4,SHAMAN,Molten Core-40 Player,Majordomo Executus,9,409,40,|cff0070dd|Hitem:14548::::::::60:::1::::|h[Royal Cap Spaulders]|h|r,,1,false,Leather,Shoulder,,Majordomo Executus
Grisnarg-BloodsailBuccaneers,5/22/20,21:02:46,1590213766-13,[Earthfury Epaulets],16844,item:16844::::::::60,Minor Upgrade,4,SHAMAN,Molten Core-40 Player,Baron Geddon,9,409,40,|cffa335ee|Hitem:18810:2483:::::::60:::::::|h[Wild Growth Spaulders]|h|r,,3,false,Mail,Shoulder,,Baron Geddon
Grisnarg-BloodsailBuccaneers,5/22/20,21:39:57,1590215997-22,[Earthfury Vestments],16841,item:16841::::::::60,Minor Upgrade,4,SHAMAN,Molten Core-40 Player,Golemagg the Incinerator,9,409,40,|cff0070dd|Hitem:13346:1893:::::::60:::1::::|h[Robes of the Exalted]|h|r,,3,false,Mail,Chest,,Golemagg the Incinerator
Grisnarg-BloodsailBuccaneers,5/23/20,20:22:05,1590297725-17,[Primalist's Linked Waistguard],19393,item:19393::::::::60,Offspec,3,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:18327::::::::60:::1::::|h[Whipvine Cord]|h|r,,2,false,Mail,Waist,,Chromaggus
Grisnarg-BloodsailBuccaneers,5/29/20,21:46:05,1590821165-27,[Crown of Destruction],18817,item:18817::::::::60,Offspec,4,SHAMAN,Kalimdor-,Ragnaros,0,1,0,|cffa335ee|Hitem:16842:2587:::::::60:::::::|h[Earthfury Helmet]|h|r,,2,false,Mail,Head,,Ragnaros
Grisnarg-BloodsailBuccaneers,5/30/20,18:35:02,1590896102-3,[Bracers of Ten Storms],16943,item:16943::::::::60,Mainspec,4,SHAMAN,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cff0070dd|Hitem:13969:1883:::::::60:::1::::|h[Loomguard Armbraces]|h|r,,1,false,Mail,Wrist,3/8,Clothie-BloodsailBuccaneers
Grisnarg-BloodsailBuccaneers,5/30/20,20:16:04,1590902164-19,[Claw of Chromaggus],19347,item:19347::::::::60,Mainspec,4,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cff0070dd|Hitem:22713:2505:::::::60:::::::|h[Zulian Scepter of Rites]|h|r,|cffa335ee|Hitem:19312::::::::60:::14::::|h[Lei of the Lifegiver]|h|r,1,false,Daggers,One-Hand,,Chromaggus
Grisnarg-BloodsailBuccaneers,6/06/20,21:00:18,1591509618-17,[Epaulets of Ten Storms],16945,item:16945::::::::60,Minor Upgrade,4,SHAMAN,Blackwing Lair-40 Player,Chromaggus,9,469,40,|cffa335ee|Hitem:18810:2483:::::::60:::::::|h[Wild Growth Spaulders]|h|r,,3,false,Mail,Shoulder,,Chromaggus
Borutopassat-BloodsailBuccaneers,3/21/20,18:45:43,1584848743-7,[Stormrage Bracers],16904,item:16904::::::::60,Mainspec,4,DRUID,Blackwing Lair-40 Player,Razorgore the Untamed,9,469,40,|cffa335ee|Hitem:16830:1884:::::::60:::::::|h[Cenarion Bracers]|h|r,,1,false,Leather,Wrist,,Razorgore the Untamed
Borutopassat-BloodsailBuccaneers,3/22/20,20:48:00,1584942480-4,[Stormrage Handguards],16899,item:16899::::::::60,Mainspec,4,DRUID,Blackwing Lair-40 Player,Ebonroc,9,469,40,|cffa335ee|Hitem:16831:1843:::::::60:::::::|h[Cenarion Gloves]|h|r,,1,false,Leather,Hands,,Ebonroc
Borutopassat-BloodsailBuccaneers,3/27/20,21:22:16,1585376536-11,[Seal of the Archmagus],17110,item:17110::::::::60,Mainspec,5,DRUID,Molten Core-40 Player,Baron Geddon,9,409,40,|cff0070dd|Hitem:13178::::::::60:::1::::|h[Rosewine Circle]|h|r,|cff0070dd|Hitem:16058::::::::60:::11::::|h[Fordring's Seal]|h|r,1,false,Miscellaneous,Finger,,Baron Geddon
Borutopassat-BloodsailBuccaneers,3/28/20,18:16:58,1585451818-2,[Eskhandar's Collar],18205,item:18205::::::::60,Offspec,5,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,|cff0070dd|Hitem:13141::::::::60:::1::::|h[Tooth of Gnarr]|h|r,,2,false,Miscellaneous,Neck,,Onyxia
Borutopassat-BloodsailBuccaneers,4/04/20,18:52:32,1586058752-10,[Stormrage Belt],16903,item:16903::::::::60,Mainspec,5,DRUID,Blackwing Lair-40 Player,Vaelastrasz the Corrupt,9,469,40,|cffa335ee|Hitem:19162::::::::60:::::::|h[Corehound Belt]|h|r,,1,false,Leather,Waist,,Vaelastrasz the Corrupt
Borutopassat-BloodsailBuccaneers,4/10/20,19:45:27,1586580327-2,[Onyxia Hide Backpack],17966,item:17966::::::::60,Mainspec,2,DRUID,Onyxia's Lair-40 Player,Onyxia,9,249,40,,,1,false,Bag,Bag,,Onyxia
Borutopassat-BloodsailBuccaneers,4/11/20,18:57:02,1586663822-7,[Stormrage Boots],16898,item:16898::::::::60,Mainspec,5,DRUID,Blackwing Lair-40 Player,Broodlord Lashlayer,9,469,40,|cffa335ee|Hitem:16829:929:::::::60:::::::|h[Cenarion Boots]|h|r,,1,false,Leather,Feet,,Broodlord Lashlayer
